name,sex,born,height,weight,team,noc,games,year,season,city,sport,event,medal,athlete_id
Dave Barnes,M,"22 February 1986 in Adelaide, South Australia (AUS)",185,82,Australia,AUS,2020 Summer Olympics,2020,Summer,Tokyo,Archery,"Team, Men",,102853
Jo-Ann Galbraith,F,"20 February 1985 in Perth, Western Australia (AUS)",173,72,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Archery,"Individual, Women",,102818
Jo-Ann Galbraith,F,"20 February 1985 in Perth, Western Australia (AUS)",173,72,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Archery,"Team, Women",,102818
Stephanie Moorhouse,F,"20 January 1987 in Melbourne, Victoria (AUS)",150,47,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Artistic Gymnastics,"Individual All-Around, Women",,107177
Stephanie Moorhouse,F,"20 January 1987 in Melbourne, Victoria (AUS)",150,47,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Artistic Gymnastics,"Team All-Around, Women",,107177
Stephanie Moorhouse,F,"20 January 1987 in Melbourne, Victoria (AUS)",150,47,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Artistic Gymnastics,"Floor Exercise, Women",,107177
Stephanie Moorhouse,F,"20 January 1987 in Melbourne, Victoria (AUS)",150,47,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Artistic Gymnastics,"Horse Vault, Women",,107177
Stephanie Moorhouse,F,"20 January 1987 in Melbourne, Victoria (AUS)",150,47,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Artistic Gymnastics,"Uneven Bars, Women",,107177
Stephanie Moorhouse,F,"20 January 1987 in Melbourne, Victoria (AUS)",150,47,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Artistic Gymnastics,"Balance Beam, Women",,107177
Monette Russo,F,"4 August 1988 in Lilydale, Victoria (AUS)",149,40,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Artistic Gymnastics,"Individual All-Around, Women",,107179
Monette Russo,F,"4 August 1988 in Lilydale, Victoria (AUS)",149,40,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Artistic Gymnastics,"Team All-Around, Women",,107179
Monette Russo,F,"4 August 1988 in Lilydale, Victoria (AUS)",149,40,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Artistic Gymnastics,"Floor Exercise, Women",,107179
Monette Russo,F,"4 August 1988 in Lilydale, Victoria (AUS)",149,40,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Artistic Gymnastics,"Horse Vault, Women",,107179
Monette Russo,F,"4 August 1988 in Lilydale, Victoria (AUS)",149,40,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Artistic Gymnastics,"Uneven Bars, Women",,107179
Monette Russo,F,"4 August 1988 in Lilydale, Victoria (AUS)",149,40,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Artistic Gymnastics,"Balance Beam, Women",,107179
Melissa Munro,F,"8 February 1988 in Macksville, New South Wales (AUS)",154,43,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Artistic Gymnastics,"Individual All-Around, Women",,107178
Melissa Munro,F,"8 February 1988 in Macksville, New South Wales (AUS)",154,43,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Artistic Gymnastics,"Team All-Around, Women",,107178
Melissa Munro,F,"8 February 1988 in Macksville, New South Wales (AUS)",154,43,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Artistic Gymnastics,"Floor Exercise, Women",,107178
Melissa Munro,F,"8 February 1988 in Macksville, New South Wales (AUS)",154,43,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Artistic Gymnastics,"Horse Vault, Women",,107178
Melissa Munro,F,"8 February 1988 in Macksville, New South Wales (AUS)",154,43,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Artistic Gymnastics,"Balance Beam, Women",,107178
Karen Nguyen,F,"24 November 1987 in Melbourne, Victoria (AUS)",152,37,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Artistic Gymnastics,"Individual All-Around, Women",,107176
Karen Nguyen,F,"24 November 1987 in Melbourne, Victoria (AUS)",152,37,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Artistic Gymnastics,"Team All-Around, Women",,107176
Karen Nguyen,F,"24 November 1987 in Melbourne, Victoria (AUS)",152,37,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Artistic Gymnastics,"Floor Exercise, Women",,107176
Karen Nguyen,F,"24 November 1987 in Melbourne, Victoria (AUS)",152,37,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Artistic Gymnastics,"Horse Vault, Women",,107176
Karen Nguyen,F,"24 November 1987 in Melbourne, Victoria (AUS)",152,37,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Artistic Gymnastics,"Uneven Bars, Women",,107176
Joshua Ross,M,"9 February 1981 in Sydney, New South Wales (AUS)",185,83,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Athletics,"100 metres, Men",,105483
Joshua Ross,M,"9 February 1981 in Sydney, New South Wales (AUS)",185,83,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Athletics,"4 × 100 metres Relay, Men",,105483
Joshua Ross,M,"9 February 1981 in Sydney, New South Wales (AUS)",185,83,Australia,AUS,2012 Summer Olympics,2012,Summer,London,Athletics,"4 × 100 metres Relay, Men",,105483
Adam Miller,M,"22 June 1984 in Sydney, New South Wales (AUS)",183,74,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Athletics,"200 metres, Men",,105518
Adam Miller,M,"22 June 1984 in Sydney, New South Wales (AUS)",183,74,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Athletics,"4 × 100 metres Relay, Men",,105518
Clinton Hill,M,19 April 1980 in Johannesburg (RSA),186,77,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Athletics,"400 metres, Men",,105685
Clinton Hill,M,19 April 1980 in Johannesburg (RSA),186,77,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Athletics,"4 × 400 metres Relay, Men",Silver,105685
Clinton Hill,M,19 April 1980 in Johannesburg (RSA),186,77,Australia,AUS,2008 Summer Olympics,2008,Summer,Beijing,Athletics,"4 × 400 metres Relay, Men",,105685
Nick Harrison,M,"18 October 1970 in Melbourne, Victoria (AUS)",187,76,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Athletics,"Marathon, Men",,108234
Peter Nowill,M,"15 June 1979 in Brisbane, Queensland (AUS)",179,68,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Athletics,"3,000 metres Steeplechase, Men",,105749
Luke Adams,M,22 October 1976 in Mvumi (TAN),189,70,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Athletics,"20 kilometres Race Walk, Men",,105535
Luke Adams,M,22 October 1976 in Mvumi (TAN),189,70,Australia,AUS,2008 Summer Olympics,2008,Summer,Beijing,Athletics,"20 kilometres Race Walk, Men",,105535
Luke Adams,M,22 October 1976 in Mvumi (TAN),189,70,Australia,AUS,2008 Summer Olympics,2008,Summer,Beijing,Athletics,"50 kilometres Race Walk, Men",,105535
Luke Adams,M,22 October 1976 in Mvumi (TAN),189,70,Australia,AUS,2012 Summer Olympics,2012,Summer,London,Athletics,"50 kilometres Race Walk, Men",,105535
Steve Hooker,M,"16 July 1982 in Melbourne, Victoria (AUS)",187,82,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Athletics,"Pole Vault, Men",,106559
Steve Hooker,M,"16 July 1982 in Melbourne, Victoria (AUS)",187,82,Australia,AUS,2008 Summer Olympics,2008,Summer,Beijing,Athletics,"Pole Vault, Men",Gold,106559
Steve Hooker,M,"16 July 1982 in Melbourne, Victoria (AUS)",187,82,Australia,AUS,2012 Summer Olympics,2012,Summer,London,Athletics,"Pole Vault, Men",,106559
Oliver Dziubak,M,"30 March 1982 in Velbert, Nordrhein-Westfalen (GER)",197,101,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Athletics,"Javelin Throw, Men",,107089
William Hamlyn-Harris,M,14 January 1978 in Port Vila (VAN),191,96,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Athletics,"Javelin Throw, Men",,107076
Haley McGregor,F,"27 May 1979 in Berwick, Victoria (AUS)",160,46,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Athletics,"10,000 metres, Women",,107757
Natalie Saville,F,"7 September 1978 in Sydney, New South Wales (AUS)",160,55,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Athletics,"20 kilometres Race Walk, Women",,105379
Cheryl Webb,F,"3 October 1976 in Penrith, New South Wales (AUS)",165,53,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Athletics,"20 kilometres Race Walk, Women",,105381
Petrina Price,F,"26 April 1984 in Greenacre, New South Wales (AUS)",181,55,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Athletics,"High Jump, Women",,107103
Kym Howe,F,"12 June 1980 in Perth, Western Australia (AUS)",177,64,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Athletics,"Pole Vault, Women",,105068
Bronwyn Eagles,F,"23 August 1980 in Camden, New South Wales (AUS)",178,100,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Athletics,"Hammer Throw, Women",,105335
Brooke Krueger,F,"9 July 1980 in Tailem Bend, South Australia (AUS)",180,118,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Athletics,"Hammer Throw, Women",,105336
Kylie Wheeler,F,"17 January 1980 in Perth, Western Australia (AUS)",180,64,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Athletics,"Heptathlon, Women",,104879
Kylie Wheeler,F,"17 January 1980 in Perth, Western Australia (AUS)",180,64,Australia,AUS,2008 Summer Olympics,2008,Summer,Beijing,Athletics,"Heptathlon, Women",,104879
Eliza Stankovic,F,"19 September 1981 in Sydney, New South Wales (AUS)",172,58,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Athletics,"800 metres Wheelchair, Women",,901040
Christie Dawes,F,"3 May 1980 in Newcastle, New South Wales (AUS)",160,46,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Athletics,"800 metres Wheelchair, Women",,901036
Stuart Brehaut,M,"24 September 1978 in Ballarat, Victoria (AUS)",182,75,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Badminton,"Singles, Men",,105840
Lenny Permana,F,1 August 1975 in Magelang (INA),167,55,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Badminton,"Singles, Women",,105903
Peter Wakefield,M,"6 September 1977 in Modbury, South Australia (AUS)",163,47,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Boxing,"Light-Flyweight, Men",,106125
Bradley Hore,M,"22 October 1981 in Blacktown, New South Wales (AUS)",167,51,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Boxing,"Flyweight, Men",,106172
Joel Brunker,M,"22 February 1986 in Richmond, New South Wales (AUS)",171,54,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Boxing,"Bantamweight, Men",,106196
Ryan Langham,M,"15 November 1981 in Blacktown, New South Wales (AUS)",182,57,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Boxing,"Featherweight, Men",,106215
Anthony Little,M,"6 November 1980 in Mullewa, Western Australia (AUS)",180,62,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Boxing,"Lightweight, Men",,106250
Anthony Little,M,"6 November 1980 in Mullewa, Western Australia (AUS)",180,62,Australia,AUS,2008 Summer Olympics,2008,Summer,Beijing,Boxing,"Lightweight, Men",,106250
Anoushirvan Nourian,M,25 January 1972 in ? (IRI),165,63,Australia  Islamic Republic of Iran,AUS,1992 Summer Olympics,1992,Summer,Barcelona,Boxing,"Light-Welterweight, Men",,102401
Anoushirvan Nourian,M,25 January 1972 in ? (IRI),165,63,Australia  Islamic Republic of Iran,AUS,2000 Summer Olympics,2000,Summer,Sydney,Boxing,"Light-Welterweight, Men",,102401
Anoushirvan Nourian,M,25 January 1972 in ? (IRI),165,63,Australia  Islamic Republic of Iran,AUS,2004 Summer Olympics,2004,Summer,Athina,Boxing,"Light-Welterweight, Men",,102401
Ged O'Mahony,M,"17 March 1979 in Melbourne, Victoria (AUS)",178,69,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Boxing,"Welterweight, Men",,106286
Ged O'Mahony,M,"17 March 1979 in Melbourne, Victoria (AUS)",178,69,Australia,AUS,2008 Summer Olympics,2008,Summer,Beijing,Boxing,"Welterweight, Men",,106286
Jamie Pittman,M,"18 July 1981 in Brisbane, Queensland (AUS)",184,75,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Boxing,"Middleweight, Men",,106314
Adam Forsyth,M,31 March 1981 in Kawerau (NZL),186,88,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Boxing,"Heavyweight, Men",,106353
Warwick Draper,M,"23 September 1976 in Melbourne, Victoria (AUS)",186,79,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Canoe Slalom,"Kayak Singles, Slalom, Men",,105132
Warwick Draper,M,"23 September 1976 in Melbourne, Victoria (AUS)",186,79,Australia,AUS,2008 Summer Olympics,2008,Summer,Beijing,Canoe Slalom,"Kayak Singles, Slalom, Men",,105132
Warwick Draper,M,"23 September 1976 in Melbourne, Victoria (AUS)",186,79,Australia,AUS,2012 Summer Olympics,2012,Summer,London,Canoe Slalom,"Kayak Singles, Slalom, Men",,105132
Louise Natoli,F,"24 April 1979 in Melbourne, Victoria (AUS)",173,64,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Canoe Slalom,"Kayak Singles, Slalom, Women",,105096
Martin Marinov,M,25 October 1967 in Sofia (BUL),178,88,Australia  Bulgaria,AUS,1988 Summer Olympics,1988,Summer,Seoul,Canoe Sprint,"Canadian Singles, 500 metres, Men",Bronze,9212
Martin Marinov,M,25 October 1967 in Sofia (BUL),178,88,Australia  Bulgaria,AUS,1992 Summer Olympics,1992,Summer,Barcelona,Canoe Sprint,"Canadian Doubles, 500 metres, Men",Bronze,9212
Martin Marinov,M,25 October 1967 in Sofia (BUL),178,88,Australia  Bulgaria,AUS,1992 Summer Olympics,1992,Summer,Barcelona,Canoe Sprint,"Canadian Doubles, 1,000 metres, Men",,9212
Martin Marinov,M,25 October 1967 in Sofia (BUL),178,88,Australia  Bulgaria,AUS,1996 Summer Olympics,1996,Summer,Atlanta,Canoe Sprint,"Canadian Doubles, 500 metres, Men",,9212
Martin Marinov,M,25 October 1967 in Sofia (BUL),178,88,Australia  Bulgaria,AUS,1996 Summer Olympics,1996,Summer,Atlanta,Canoe Sprint,"Canadian Doubles, 1,000 metres, Men",,9212
Martin Marinov,M,25 October 1967 in Sofia (BUL),178,88,Australia  Bulgaria,AUS,2004 Summer Olympics,2004,Summer,Athina,Canoe Sprint,"Canadian Singles, 500 metres, Men",,9212
Martin Marinov,M,25 October 1967 in Sofia (BUL),178,88,Australia  Bulgaria,AUS,2016 Summer Olympics,2016,Summer,Rio de Janeiro,Canoe Sprint,"Canadian Singles, 1,000 metres, Men",,9212
Martin Marinov,M,25 October 1967 in Sofia (BUL),178,88,Australia  Bulgaria,AUS,2016 Summer Olympics,2016,Summer,Rio de Janeiro,Canoe Sprint,"Canadian Doubles, 1,000 metres, Men",,9212
Amanda Rankin,F,"22 October 1976 in Maryborough, Queensland (AUS)",172,68,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Canoe Sprint,"Kayak Singles, 500 metres, Women",,105142
Amanda Rankin,F,"22 October 1976 in Maryborough, Queensland (AUS)",172,68,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Canoe Sprint,"Kayak Fours, 500 metres, Women",,105142
Sid Taberlay,M,"22 January 1980 in Hobart, Tasmania (AUS)",169,62,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Cycling Mountain Bike,"Cross-Country, Men",,108009
Joshua Fleming,M,"14 November 1975 in Caringbah, New South Wales (AUS)",179,65,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Cycling Mountain Bike,"Cross-Country, Men",,108014
Lisa Mathison,F,"31 January 1985 in Brisbane, Queensland (AUS)",154,50,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Cycling Mountain Bike,"Cross-Country, Women",,107981
Mick Rogers,M,"20 December 1979 in Barham, New South Wales (AUS)",185,74,Australia,AUS,2000 Summer Olympics,2000,Summer,Sydney,Cycling Track,"Team Pursuit, 4,000 metres, Men",,90300
Mick Rogers,M,"20 December 1979 in Barham, New South Wales (AUS)",185,74,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Cycling Road,"Road Race, Individual, Men",,90300
Mick Rogers,M,"20 December 1979 in Barham, New South Wales (AUS)",185,74,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Cycling Road,"Individual Time Trial, Men",Bronze,90300
Mick Rogers,M,"20 December 1979 in Barham, New South Wales (AUS)",185,74,Australia,AUS,2008 Summer Olympics,2008,Summer,Beijing,Cycling Road,"Road Race, Individual, Men",,90300
Mick Rogers,M,"20 December 1979 in Barham, New South Wales (AUS)",185,74,Australia,AUS,2008 Summer Olympics,2008,Summer,Beijing,Cycling Road,"Individual Time Trial, Men",,90300
Mick Rogers,M,"20 December 1979 in Barham, New South Wales (AUS)",185,74,Australia,AUS,2012 Summer Olympics,2012,Summer,London,Cycling Road,"Road Race, Individual, Men",,90300
Mick Rogers,M,"20 December 1979 in Barham, New South Wales (AUS)",185,74,Australia,AUS,2012 Summer Olympics,2012,Summer,London,Cycling Road,"Individual Time Trial, Men",,90300
Baden Cooke,M,"12 October 1978 in Benalla, Victoria (AUS)",178,76,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Cycling Road,"Road Race, Individual, Men",,103670
Sara Carrigan,F,"7 September 1980 in Gunnedah, New South Wales (AUS)",168,60,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Cycling Road,"Road Race, Individual, Women",Gold,103692
Sara Carrigan,F,"7 September 1980 in Gunnedah, New South Wales (AUS)",168,60,Australia,AUS,2008 Summer Olympics,2008,Summer,Beijing,Cycling Road,"Road Race, Individual, Women",,103692
Oenone Wood,F,"24 September 1980 in Newcastle, New South Wales (AUS)",158,55,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Cycling Road,"Road Race, Individual, Women",,103693
Oenone Wood,F,"24 September 1980 in Newcastle, New South Wales (AUS)",158,55,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Cycling Road,"Individual Time Trial, Women",,103693
Oenone Wood,F,"24 September 1980 in Newcastle, New South Wales (AUS)",158,55,Australia,AUS,2008 Summer Olympics,2008,Summer,Beijing,Cycling Road,"Road Race, Individual, Women",,103693
Oenone Wood,F,"24 September 1980 in Newcastle, New South Wales (AUS)",158,55,Australia,AUS,2008 Summer Olympics,2008,Summer,Beijing,Cycling Road,"Individual Time Trial, Women",,103693
Olivia Gollan,F,"27 August 1973 in Maitland, New South Wales (AUS)",163,62,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Cycling Road,"Road Race, Individual, Women",,103696
Ryan Bayley,M,"9 March 1982 in Subiaco, Western Australia (AUS)",182,90,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Cycling Track,"Sprint, Men",Gold,106880
Ryan Bayley,M,"9 March 1982 in Subiaco, Western Australia (AUS)",182,90,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Cycling Track,"Keirin, Men",Gold,106880
Ryan Bayley,M,"9 March 1982 in Subiaco, Western Australia (AUS)",182,90,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Cycling Track,"Team Sprint, Men",,106880
Ryan Bayley,M,"9 March 1982 in Subiaco, Western Australia (AUS)",182,90,Australia,AUS,2008 Summer Olympics,2008,Summer,Beijing,Cycling Track,"Sprint, Men",,106880
Ryan Bayley,M,"9 March 1982 in Subiaco, Western Australia (AUS)",182,90,Australia,AUS,2008 Summer Olympics,2008,Summer,Beijing,Cycling Track,"Keirin, Men",,106880
Ryan Bayley,M,"9 March 1982 in Subiaco, Western Australia (AUS)",182,90,Australia,AUS,2008 Summer Olympics,2008,Summer,Beijing,Cycling Track,"Team Sprint, Men",,106880
Mark Renshaw,M,"22 October 1982 in Bathurst, New South Wales (AUS)",179,74,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Cycling Track,"Points Race, Men",,109486
Anna Meares,F,"21 September 1983 in Blackwater, Queensland (AUS)",165,70,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Cycling Track,"Sprint, Women",Bronze,106841
Anna Meares,F,"21 September 1983 in Blackwater, Queensland (AUS)",165,70,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Cycling Track,"500 metres Time Trial, Women",Gold,106841
Anna Meares,F,"21 September 1983 in Blackwater, Queensland (AUS)",165,70,Australia,AUS,2008 Summer Olympics,2008,Summer,Beijing,Cycling Track,"Sprint, Women",Silver,106841
Anna Meares,F,"21 September 1983 in Blackwater, Queensland (AUS)",165,70,Australia,AUS,2012 Summer Olympics,2012,Summer,London,Cycling Track,"Sprint, Women",Gold,106841
Anna Meares,F,"21 September 1983 in Blackwater, Queensland (AUS)",165,70,Australia,AUS,2012 Summer Olympics,2012,Summer,London,Cycling Track,"Keirin, Women",,106841
Anna Meares,F,"21 September 1983 in Blackwater, Queensland (AUS)",165,70,Australia,AUS,2012 Summer Olympics,2012,Summer,London,Cycling Track,"Team Sprint, Women",Bronze,106841
Anna Meares,F,"21 September 1983 in Blackwater, Queensland (AUS)",165,70,Australia,AUS,2016 Summer Olympics,2016,Summer,Rio de Janeiro,Cycling Track,"Sprint, Women",,106841
Anna Meares,F,"21 September 1983 in Blackwater, Queensland (AUS)",165,70,Australia,AUS,2016 Summer Olympics,2016,Summer,Rio de Janeiro,Cycling Track,"Keirin, Women",Bronze,106841
Anna Meares,F,"21 September 1983 in Blackwater, Queensland (AUS)",165,70,Australia,AUS,2016 Summer Olympics,2016,Summer,Rio de Janeiro,Cycling Track,"Team Sprint, Women",,106841
Katie Mactier,F,"23 March 1975 in Melbourne, Victoria (AUS)",171,57,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Cycling Track,"Individual Pursuit, Women",Silver,106850
Katie Mactier,F,"23 March 1975 in Melbourne, Victoria (AUS)",171,57,Australia,AUS,2008 Summer Olympics,2008,Summer,Beijing,Cycling Track,"Individual Pursuit, Women",,106850
Kate Bates,F,"18 May 1982 in Sydney, New South Wales (AUS)",176,69,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Cycling Track,"Individual Pursuit, Women",,106851
Kate Bates,F,"18 May 1982 in Sydney, New South Wales (AUS)",176,69,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Cycling Track,"Points Race, Women",,106851
Kate Bates,F,"18 May 1982 in Sydney, New South Wales (AUS)",176,69,Australia,AUS,2008 Summer Olympics,2008,Summer,Beijing,Cycling Road,"Road Race, Individual, Women",,106851
Kate Bates,F,"18 May 1982 in Sydney, New South Wales (AUS)",176,69,Australia,AUS,2008 Summer Olympics,2008,Summer,Beijing,Cycling Track,"Points Race, Women",,106851
Steven Barnett,M,"15 June 1979 in Sydney, New South Wales (AUS)",174,75,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Diving,"Springboard, Men",,107957
Steven Barnett,M,"15 June 1979 in Sydney, New South Wales (AUS)",174,75,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Diving,"Synchronized Springboard, Men",Bronze,107957
Irina Lashko,F,"25 January 1973 in Samara, Samara (RUS)",163,50,Australia  Russian Federation  Soviet Union  Unified Team,AUS,1988 Summer Olympics,1988,Summer,Seoul,Diving,"Springboard, Women",,50029
Irina Lashko,F,"25 January 1973 in Samara, Samara (RUS)",163,50,Australia  Russian Federation  Soviet Union  Unified Team,AUS,1992 Summer Olympics,1992,Summer,Barcelona,Diving,"Springboard, Women",Silver,50029
Irina Lashko,F,"25 January 1973 in Samara, Samara (RUS)",163,50,Australia  Russian Federation  Soviet Union  Unified Team,AUS,1996 Summer Olympics,1996,Summer,Atlanta,Diving,"Springboard, Women",Silver,50029
Irina Lashko,F,"25 January 1973 in Samara, Samara (RUS)",163,50,Australia  Russian Federation  Soviet Union  Unified Team,AUS,2004 Summer Olympics,2004,Summer,Athina,Diving,"Springboard, Women",,50029
Irina Lashko,F,"25 January 1973 in Samara, Samara (RUS)",163,50,Australia  Russian Federation  Soviet Union  Unified Team,AUS,2004 Summer Olympics,2004,Summer,Athina,Diving,"Synchronized Springboard, Women",Bronze,50029
Rebel Morrow,F,"30 March 1977 in Kilcoy, Queensland (AUS)",172,63,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Equestrian Eventing,"Individual, Open",,106934
Rebel Morrow,F,"30 March 1977 in Kilcoy, Queensland (AUS)",172,63,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Equestrian Eventing,"Team, Open",,106934
Phillip Dutton,M,"13 September 1963 in Nyngan, New South Wales (AUS)",168,68,Australia  United States,AUS,1996 Summer Olympics,1996,Summer,Atlanta,Equestrian Eventing,"Team, Open",Gold,11906
Phillip Dutton,M,"13 September 1963 in Nyngan, New South Wales (AUS)",168,68,Australia  United States,AUS,2000 Summer Olympics,2000,Summer,Sydney,Equestrian Eventing,"Team, Open",Gold,11906
Phillip Dutton,M,"13 September 1963 in Nyngan, New South Wales (AUS)",168,68,Australia  United States,AUS,2004 Summer Olympics,2004,Summer,Athina,Equestrian Eventing,"Individual, Open",,11906
Phillip Dutton,M,"13 September 1963 in Nyngan, New South Wales (AUS)",168,68,Australia  United States,AUS,2004 Summer Olympics,2004,Summer,Athina,Equestrian Eventing,"Team, Open",,11906
Phillip Dutton,M,"13 September 1963 in Nyngan, New South Wales (AUS)",168,68,Australia  United States,AUS,2008 Summer Olympics,2008,Summer,Beijing,Equestrian Eventing,"Individual, Open",,11906
Phillip Dutton,M,"13 September 1963 in Nyngan, New South Wales (AUS)",168,68,Australia  United States,AUS,2008 Summer Olympics,2008,Summer,Beijing,Equestrian Eventing,"Team, Open",,11906
Phillip Dutton,M,"13 September 1963 in Nyngan, New South Wales (AUS)",168,68,Australia  United States,AUS,2012 Summer Olympics,2012,Summer,London,Equestrian Eventing,"Individual, Open",,11906
Phillip Dutton,M,"13 September 1963 in Nyngan, New South Wales (AUS)",168,68,Australia  United States,AUS,2012 Summer Olympics,2012,Summer,London,Equestrian Eventing,"Team, Open",,11906
Phillip Dutton,M,"13 September 1963 in Nyngan, New South Wales (AUS)",168,68,Australia  United States,AUS,2016 Summer Olympics,2016,Summer,Rio de Janeiro,Equestrian Eventing,"Individual, Open",Bronze,11906
Phillip Dutton,M,"13 September 1963 in Nyngan, New South Wales (AUS)",168,68,Australia  United States,AUS,2016 Summer Olympics,2016,Summer,Rio de Janeiro,Equestrian Eventing,"Team, Open",,11906
Phillip Dutton,M,"13 September 1963 in Nyngan, New South Wales (AUS)",168,68,Australia  United States,AUS,2020 Summer Olympics,2020,Summer,Tokyo,Equestrian Eventing,"Individual, Open",,11906
Phillip Dutton,M,"13 September 1963 in Nyngan, New South Wales (AUS)",168,68,Australia  United States,AUS,2020 Summer Olympics,2020,Summer,Tokyo,Equestrian Eventing,"Team, Open",,11906
Stuart Tinney,M,"7 December 1964 in Mundubbera, Queensland (AUS)",180,71,Australia,AUS,2000 Summer Olympics,2000,Summer,Sydney,Equestrian Eventing,"Team, Open",Gold,90654
Stuart Tinney,M,"7 December 1964 in Mundubbera, Queensland (AUS)",180,71,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Equestrian Eventing,"Individual, Open",,90654
Stuart Tinney,M,"7 December 1964 in Mundubbera, Queensland (AUS)",180,71,Australia,AUS,2004 Summer Olympics,2004,Summer,Athina,Equestrian Eventing,"Team, Open",,90654
