name,sex,born,height,weight,team,noc,games,year,season,city,sport,event,medal,athlete_id
Briken Calja,M,19 February 1990 in Shtёrmen (ALB),170,69,Albania,ALB,2012 Summer Olympics,2012,Summer,London,Weightlifting,"Lightweight, Men",,121597
Briken Calja,M,19 February 1990 in Shtёrmen (ALB),170,69,Albania,ALB,2016 Summer Olympics,2016,Summer,Rio de Janeiro,Weightlifting,"Lightweight, Men",,121597
Briken Calja,M,19 February 1990 in Shtёrmen (ALB),170,69,Albania,ALB,2020 Summer Olympics,2020,Summer,Tokyo,Weightlifting,"Middleweight, Men",,121597
Daniel Godelli,M,10 January 1992 in Elbasan (ALB),168,69,Albania,ALB,2012 Summer Olympics,2012,Summer,London,Weightlifting,"Lightweight, Men",,121593
Endri Karina,M,2 March 1989 in Elbasan (ALB),186,94,Albania,ALB,2012 Summer Olympics,2012,Summer,London,Weightlifting,"Middle-Heavyweight, Men",,121676
Suela Mëhilli,F,28 January 1994 in Vlorë (ALB),163,56,Albania,ALB,2014 Winter Olympics,2014,Winter,Sochi,Alpine Skiing,"Giant Slalom, Women",,127266
Suela Mëhilli,F,28 January 1994 in Vlorë (ALB),163,56,Albania,ALB,2014 Winter Olympics,2014,Winter,Sochi,Alpine Skiing,"Slalom, Women",,127266
Suela Mëhilli,F,28 January 1994 in Vlorë (ALB),163,56,Albania,ALB,2018 Winter Olympics,2018,Winter,PyeongChang,Alpine Skiing,"Giant Slalom, Women",,127266
Suela Mëhilli,F,28 January 1994 in Vlorë (ALB),163,56,Albania,ALB,2018 Winter Olympics,2018,Winter,PyeongChang,Alpine Skiing,"Slalom, Women",,127266
Izmir Smajlaj,M,29 March 1993 in Shkodër (ALB),195,86,Albania,ALB,2016 Summer Olympics,2016,Summer,Rio de Janeiro,Athletics,"Long Jump, Men",,132267
Izmir Smajlaj,M,29 March 1993 in Shkodër (ALB),195,86,Albania,ALB,2020 Summer Olympics,2020,Summer,Tokyo,Athletics,"Long Jump, Men",,132267
Luiza Gega,F,5 November 1988 in Dibër (ALB),159,45,Albania,ALB,2016 Summer Olympics,2016,Summer,Rio de Janeiro,Athletics,"3,000 metres Steeplechase, Women",,128851
Luiza Gega,F,5 November 1988 in Dibër (ALB),159,45,Albania,ALB,2020 Summer Olympics,2020,Summer,Tokyo,Athletics,"3,000 metres Steeplechase, Women",,128851
Nikol Merizaj,F,7 August 1998 in Fier (ALB),180,65,Albania,ALB,2016 Summer Olympics,2016,Summer,Rio de Janeiro,Swimming,"100 metres Freestyle, Women",,128852
Nikol Merizaj,F,7 August 1998 in Fier (ALB),180,65,Albania,ALB,2020 Summer Olympics,2020,Summer,Tokyo,Swimming,"50 metres Freestyle, Women",,128852
Evagjelia Veli,F,16 July 1991,160,52,Albania,ALB,2016 Summer Olympics,2016,Summer,Rio de Janeiro,Weightlifting,"Featherweight, Women",,128853
Matvei Petrov,M,"16 July 1990 in Seltso, Bryansk (RUS)",,,Albania,ALB,2020 Summer Olympics,2020,Summer,Tokyo,Artistic Gymnastics,"Pommelled Horse, Men",,140405
Indrit Cullhaj,M,16 January 1997 in Tirana (ALB),,,Albania,ALB,2020 Summer Olympics,2020,Summer,Tokyo,Judo,"Half-Lightweight, Men",,140406
Manuela Delilaj,F,9 May 1966,164,,Albania,ALB,2020 Summer Olympics,2020,Summer,Tokyo,Shooting,"Air Pistol, 10 metres, Women",,140404
Manuela Delilaj,F,9 May 1966,164,,Albania,ALB,2020 Summer Olympics,2020,Summer,Tokyo,Shooting,"Sporting Pistol, 25 metres, Women",,140404
Kledi Kadiu,M,28 October 2003,,,Albania,ALB,2020 Summer Olympics,2020,Summer,Tokyo,Swimming,"100 metres Freestyle, Men",,140407
Denni Xhepa,M,"6 May 2003 in Pinerolo, Torino (ITA)",,,Albania,ALB,2022 Winter Olympics,2022,Winter,Beijing,Alpine Skiing,"Giant Slalom, Men",,147810
Denni Xhepa,M,"6 May 2003 in Pinerolo, Torino (ITA)",,,Albania,ALB,2022 Winter Olympics,2022,Winter,Beijing,Alpine Skiing,"Slalom, Men",,147810
Mohamed Lazhari,M,28 April 1938 in Al-Jaza'ir (Algiers) (ALG),175,65,Algeria  France,ALG,1960 Summer Olympics,1960,Summer,Roma,Artistic Gymnastics,"Individual All-Around, Men",,29342
Mohamed Lazhari,M,28 April 1938 in Al-Jaza'ir (Algiers) (ALG),175,65,Algeria  France,ALG,1960 Summer Olympics,1960,Summer,Roma,Artistic Gymnastics,"Team All-Around, Men",,29342
Mohamed Lazhari,M,28 April 1938 in Al-Jaza'ir (Algiers) (ALG),175,65,Algeria  France,ALG,1960 Summer Olympics,1960,Summer,Roma,Artistic Gymnastics,"Floor Exercise, Men",,29342
Mohamed Lazhari,M,28 April 1938 in Al-Jaza'ir (Algiers) (ALG),175,65,Algeria  France,ALG,1960 Summer Olympics,1960,Summer,Roma,Artistic Gymnastics,"Horse Vault, Men",,29342
Mohamed Lazhari,M,28 April 1938 in Al-Jaza'ir (Algiers) (ALG),175,65,Algeria  France,ALG,1960 Summer Olympics,1960,Summer,Roma,Artistic Gymnastics,"Parallel Bars, Men",,29342
Mohamed Lazhari,M,28 April 1938 in Al-Jaza'ir (Algiers) (ALG),175,65,Algeria  France,ALG,1960 Summer Olympics,1960,Summer,Roma,Artistic Gymnastics,"Horizontal Bar, Men",,29342
Mohamed Lazhari,M,28 April 1938 in Al-Jaza'ir (Algiers) (ALG),175,65,Algeria  France,ALG,1960 Summer Olympics,1960,Summer,Roma,Artistic Gymnastics,"Rings, Men",,29342
Mohamed Lazhari,M,28 April 1938 in Al-Jaza'ir (Algiers) (ALG),175,65,Algeria  France,ALG,1960 Summer Olympics,1960,Summer,Roma,Artistic Gymnastics,"Pommelled Horse, Men",,29342
Mohamed Lazhari,M,28 April 1938 in Al-Jaza'ir (Algiers) (ALG),175,65,Algeria  France,ALG,1964 Summer Olympics,1964,Summer,Tokyo,Artistic Gymnastics,"Individual All-Around, Men",,29342
Mohamed Lazhari,M,28 April 1938 in Al-Jaza'ir (Algiers) (ALG),175,65,Algeria  France,ALG,1964 Summer Olympics,1964,Summer,Tokyo,Artistic Gymnastics,"Floor Exercise, Men",,29342
Mohamed Lazhari,M,28 April 1938 in Al-Jaza'ir (Algiers) (ALG),175,65,Algeria  France,ALG,1964 Summer Olympics,1964,Summer,Tokyo,Artistic Gymnastics,"Horse Vault, Men",,29342
Mohamed Lazhari,M,28 April 1938 in Al-Jaza'ir (Algiers) (ALG),175,65,Algeria  France,ALG,1964 Summer Olympics,1964,Summer,Tokyo,Artistic Gymnastics,"Parallel Bars, Men",,29342
Mohamed Lazhari,M,28 April 1938 in Al-Jaza'ir (Algiers) (ALG),175,65,Algeria  France,ALG,1964 Summer Olympics,1964,Summer,Tokyo,Artistic Gymnastics,"Horizontal Bar, Men",,29342
Mohamed Lazhari,M,28 April 1938 in Al-Jaza'ir (Algiers) (ALG),175,65,Algeria  France,ALG,1964 Summer Olympics,1964,Summer,Tokyo,Artistic Gymnastics,"Rings, Men",,29342
Mohamed Lazhari,M,28 April 1938 in Al-Jaza'ir (Algiers) (ALG),175,65,Algeria  France,ALG,1964 Summer Olympics,1964,Summer,Tokyo,Artistic Gymnastics,"Pommelled Horse, Men",,29342
Larbi Lazhari,M,3 July 1941 in Al-Jaza'ir (Algiers) (ALG),170,61,Algeria,ALG,1968 Summer Olympics,1968,Summer,Ciudad de México,Artistic Gymnastics,"Individual All-Around, Men",,29341
Larbi Lazhari,M,3 July 1941 in Al-Jaza'ir (Algiers) (ALG),170,61,Algeria,ALG,1968 Summer Olympics,1968,Summer,Ciudad de México,Artistic Gymnastics,"Floor Exercise, Men",,29341
Larbi Lazhari,M,3 July 1941 in Al-Jaza'ir (Algiers) (ALG),170,61,Algeria,ALG,1968 Summer Olympics,1968,Summer,Ciudad de México,Artistic Gymnastics,"Horse Vault, Men",,29341
Larbi Lazhari,M,3 July 1941 in Al-Jaza'ir (Algiers) (ALG),170,61,Algeria,ALG,1968 Summer Olympics,1968,Summer,Ciudad de México,Artistic Gymnastics,"Parallel Bars, Men",,29341
Larbi Lazhari,M,3 July 1941 in Al-Jaza'ir (Algiers) (ALG),170,61,Algeria,ALG,1968 Summer Olympics,1968,Summer,Ciudad de México,Artistic Gymnastics,"Horizontal Bar, Men",,29341
Larbi Lazhari,M,3 July 1941 in Al-Jaza'ir (Algiers) (ALG),170,61,Algeria,ALG,1968 Summer Olympics,1968,Summer,Ciudad de México,Artistic Gymnastics,"Rings, Men",,29341
Larbi Lazhari,M,3 July 1941 in Al-Jaza'ir (Algiers) (ALG),170,61,Algeria,ALG,1968 Summer Olympics,1968,Summer,Ciudad de México,Artistic Gymnastics,"Pommelled Horse, Men",,29341
Ali Mebarki,M,"28 December 1944 in Pierrefonds, Oise (FRA)",165,57,Algeria,ALG,1968 Summer Olympics,1968,Summer,Ciudad de México,Boxing,"Featherweight, Men",,3287
Rabah Labiod,M,26 March 1948 in Constantine (ALG),173,67,Algeria,ALG,1968 Summer Olympics,1968,Summer,Ciudad de México,Boxing,"Welterweight, Men",,7438
Azzedine Azzouzi,M,20 September 1947,181,65,Algeria,ALG,1972 Summer Olympics,1972,Summer,München,Athletics,"800 metres, Men",,64279
Azzedine Azzouzi,M,20 September 1947,181,65,Algeria,ALG,1972 Summer Olympics,1972,Summer,München,Athletics,"1,500 metres, Men",,64279
Mohamed Sid Ali Djouadi,M,13 December 1951,,,Algeria,ALG,1972 Summer Olympics,1972,Summer,München,Athletics,"800 metres, Men",,64290
Mohamed Kacemi,M,22 December 1948 in Oum Drou (ALG),172,64,Algeria,ALG,1972 Summer Olympics,1972,Summer,München,Athletics,"1,500 metres, Men",,64296
Boualem Rahoui,M,8 October 1948 in Ain-Témouchent (ALG),165,58,Algeria,ALG,1972 Summer Olympics,1972,Summer,München,Athletics,"5,000 metres, Men",,64307
Boualem Rahoui,M,8 October 1948 in Ain-Témouchent (ALG),165,58,Algeria,ALG,1972 Summer Olympics,1972,Summer,München,Athletics,"3,000 metres Steeplechase, Men",,64307
Loucif Hamani,M,15 May 1950 in Igoufaf (ALG),175,71,Algeria,ALG,1972 Summer Olympics,1972,Summer,München,Boxing,"Light-Middleweight, Men",,7436
Mehdi Aidet,M,3 November 1953,172,65,Algeria,ALG,1980 Summer Olympics,1980,Summer,Moskva,Athletics,"800 metres, Men",,64278
Mehdi Aidet,M,3 November 1953,172,65,Algeria,ALG,1980 Summer Olympics,1980,Summer,Moskva,Athletics,"1,500 metres, Men",,64278
Mehdi Aidet,M,3 November 1953,172,65,Algeria,ALG,1984 Summer Olympics,1984,Summer,Los Angeles,Athletics,"1,500 metres, Men",,64278
Derradji Harek,M,19 December 1959 in Barika (ALG),175,63,Algeria,ALG,1980 Summer Olympics,1980,Summer,Moskva,Athletics,"800 metres, Men",,64294
Derradji Harek,M,19 December 1959 in Barika (ALG),175,63,Algeria,ALG,1980 Summer Olympics,1980,Summer,Moskva,Athletics,"1,500 metres, Men",,64294
Abderrahmane Morceli,M,1 January 1957,171,61,Algeria,ALG,1980 Summer Olympics,1980,Summer,Moskva,Athletics,"1,500 metres, Men",,64304
Abderrahmane Morceli,M,1 January 1957,171,61,Algeria,ALG,1984 Summer Olympics,1984,Summer,Los Angeles,Athletics,"1,500 metres, Men",,64304
Abdenouz El-Hachemi,M,1 July 1956,170,63,Algeria,ALG,1980 Summer Olympics,1980,Summer,Moskva,Athletics,"5,000 metres, Men",,64291
Rachid Habchaoui,M,4 July 1950,170,56,Algeria,ALG,1980 Summer Olympics,1980,Summer,Moskva,Athletics,"5,000 metres, Men",,64293
Rachid Habchaoui,M,4 July 1950,170,56,Algeria,ALG,1980 Summer Olympics,1980,Summer,Moskva,Athletics,"10,000 metres, Men",,64293
Abdel Madjid Mada,M,6 April 1953,162,50,Algeria,ALG,1980 Summer Olympics,1980,Summer,Moskva,Athletics,"10,000 metres, Men",,64303
Abdel Madjid Mada,M,6 April 1953,162,50,Algeria,ALG,1980 Summer Olympics,1980,Summer,Moskva,Athletics,"Marathon, Men",,64303
Lahcen Babaci,M,4 May 1957,175,62,Algeria,ALG,1980 Summer Olympics,1980,Summer,Moskva,Athletics,"3,000 metres Steeplechase, Men",,64280
Abdel Hamid Sahil,M,20 February 1957,182,75,Algeria,ALG,1980 Summer Olympics,1980,Summer,Moskva,Athletics,"High Jump, Men",,64308
Othmane Belfaa,M,"18 October 1961 in Lille, Nord (FRA)",192,76,Algeria,ALG,1980 Summer Olympics,1980,Summer,Moskva,Athletics,"High Jump, Men",,64283
Sakina Boutamine,F,2 June 1953 in Bordj T'har (ALG),,,Algeria,ALG,1980 Summer Olympics,1980,Summer,Moskva,Athletics,"800 metres, Women",,923655
Ahmed Saïd,M,1 January 1953,164,48,Algeria,ALG,1980 Summer Olympics,1980,Summer,Moskva,Boxing,"Light-Flyweight, Men",,3290
Boualem Bel Alouane,M,13 March 1961,174,66,Algeria,ALG,1980 Summer Olympics,1980,Summer,Moskva,Boxing,"Light-Welterweight, Men",,7428
Mohamed Bouchiche,M,24 February 1962 in Oran (ALG),178,81,Algeria,ALG,1980 Summer Olympics,1980,Summer,Moskva,Boxing,"Light-Heavyweight, Men",,7430
Mohamed Bouchiche,M,24 February 1962 in Oran (ALG),178,81,Algeria,ALG,1984 Summer Olympics,1984,Summer,Los Angeles,Boxing,"Heavyweight, Men",,7430
Tahar Hamou,M,6 October 1959,176,64,Algeria,ALG,1980 Summer Olympics,1980,Summer,Moskva,Fencing,"Foil, Individual, Men",,21036
Ahmed Moussa,M,7 November 1951,163,60,Algeria,ALG,1980 Summer Olympics,1980,Summer,Moskva,Judo,"Extra-Lightweight, Men",,34101
Djillali Ben Brahim,M,1 June 1953,178,71,Algeria,ALG,1980 Summer Olympics,1980,Summer,Moskva,Judo,"Lightweight, Men",,33470
Berkane Adda,M,5 November 1958,178,78,Algeria,ALG,1980 Summer Olympics,1980,Summer,Moskva,Judo,"Half-Middleweight, Men",,33378
Mohamed Halimi,M,17 May 1958,173,65,Algeria,ALG,1980 Summer Olympics,1980,Summer,Moskva,Swimming,"100 metres Freestyle, Men",,44896
Mohamed Halimi,M,17 May 1958,173,65,Algeria,ALG,1980 Summer Olympics,1980,Summer,Moskva,Swimming,"200 metres Freestyle, Men",,44896
Mohamed Halimi,M,17 May 1958,173,65,Algeria,ALG,1980 Summer Olympics,1980,Summer,Moskva,Swimming,"4 × 200 metres Freestyle Relay, Men",,44896
Reda Yadi,M,1 April 1963,172,63,Algeria,ALG,1980 Summer Olympics,1980,Summer,Moskva,Swimming,"200 metres Freestyle, Men",,44899
Reda Yadi,M,1 April 1963,172,63,Algeria,ALG,1980 Summer Olympics,1980,Summer,Moskva,Swimming,"400 metres Freestyle, Men",,44899
Reda Yadi,M,1 April 1963,172,63,Algeria,ALG,1980 Summer Olympics,1980,Summer,Moskva,Swimming,"4 × 200 metres Freestyle Relay, Men",,44899
Mohamed Bendahmane,M,29 June 1958,175,68,Algeria,ALG,1980 Summer Olympics,1980,Summer,Moskva,Swimming,"200 metres Freestyle, Men",,44894
Mohamed Bendahmane,M,29 June 1958,175,68,Algeria,ALG,1980 Summer Olympics,1980,Summer,Moskva,Swimming,"400 metres Freestyle, Men",,44894
Mohamed Bendahmane,M,29 June 1958,175,68,Algeria,ALG,1980 Summer Olympics,1980,Summer,Moskva,Swimming,"4 × 200 metres Freestyle Relay, Men",,44894
Abdelhakim Bitat,M,4 June 1964,176,66,Algeria,ALG,1980 Summer Olympics,1980,Summer,Moskva,Swimming,"400 metres Freestyle, Men",,44895
Abdelhakim Bitat,M,4 June 1964,176,66,Algeria,ALG,1980 Summer Olympics,1980,Summer,Moskva,Swimming,"1,500 metres Freestyle, Men",,44895
Abdelhakim Bitat,M,4 June 1964,176,66,Algeria,ALG,1980 Summer Olympics,1980,Summer,Moskva,Swimming,"4 × 200 metres Freestyle Relay, Men",,44895
Djamel Yahiouche,M,25 February 1959,174,65,Algeria,ALG,1980 Summer Olympics,1980,Summer,Moskva,Swimming,"100 metres Breaststroke, Men",,44900
Djamel Yahiouche,M,25 February 1959,174,65,Algeria,ALG,1980 Summer Olympics,1980,Summer,Moskva,Swimming,"200 metres Breaststroke, Men",,44900
Djamel Yahiouche,M,25 February 1959,174,65,Algeria,ALG,1980 Summer Olympics,1980,Summer,Moskva,Swimming,"100 metres Butterfly, Men",,44900
Djamel Yahiouche,M,25 February 1959,174,65,Algeria,ALG,1980 Summer Olympics,1980,Summer,Moskva,Swimming,"200 metres Butterfly, Men",,44900
Ahmed Tarbi,M,23 May 1954,160,59,Algeria,ALG,1980 Summer Olympics,1980,Summer,Moskva,Weightlifting,"Bantamweight, Men",,55088
Ahmed Tarbi,M,23 May 1954,160,59,Algeria,ALG,1984 Summer Olympics,1984,Summer,Los Angeles,Weightlifting,"Bantamweight, Men",,55088
Mohamed Gouni,M,27 March 1947 in Al-Jaza'ir (Algiers) (ALG),168,60,Algeria,ALG,1980 Summer Olympics,1980,Summer,Moskva,Weightlifting,"Featherweight, Men",,55087
Omar Yousfi,M,18 May 1956,180,110,Algeria,ALG,1980 Summer Olympics,1980,Summer,Moskva,Weightlifting,"Heavyweight I, Men",,55090
Omar Yousfi,M,18 May 1956,180,110,Algeria,ALG,1988 Summer Olympics,1988,Summer,Seoul,Weightlifting,"Heavyweight II, Men",,55090
Mohamed Moualek,M,1 April 1957,178,68,Algeria,ALG,1980 Summer Olympics,1980,Summer,Moskva,Wrestling,"Lightweight, Greco-Roman, Men",,57097
Mohamed Hachaichi,M,26 February 1951,168,52,Algeria,ALG,1980 Summer Olympics,1980,Summer,Moskva,Wrestling,"Flyweight, Freestyle, Men",,57095
Saïd Admane,M,,174,62,Algeria,ALG,1980 Summer Olympics,1980,Summer,Moskva,Wrestling,"Lightweight, Freestyle, Men",,57092
Ali Bakhta,M,13 August 1961 in Al-Jaza'ir (Algiers) (ALG),,,Algeria,ALG,1984 Summer Olympics,1984,Summer,Los Angeles,Athletics,"200 metres, Men",,64281
Ahmed Bel Kessam,M,27 March 1962,175,72,Algeria,ALG,1984 Summer Olympics,1984,Summer,Los Angeles,Athletics,"800 metres, Men",,64284
Ahmed Bel Kessam,M,27 March 1962,175,72,Algeria,ALG,1988 Summer Olympics,1988,Summer,Seoul,Athletics,"800 metres, Men",,64284
Abdel Razzak Bounour,M,11 January 1957 in Annaba (ALG),176,60,Algeria,ALG,1984 Summer Olympics,1984,Summer,Los Angeles,Athletics,"5,000 metres, Men",,64288
Mohamed Ryad Ben Haddad,M,1 April 1959,,,Algeria,ALG,1984 Summer Olympics,1984,Summer,Los Angeles,Athletics,"110 metres Hurdles, Men",,64285
Abdel Wahab Ferguene,M,18 November 1958 in Akbou (ALG),170,65,Algeria,ALG,1984 Summer Olympics,1984,Summer,Los Angeles,Athletics,"20 kilometres Race Walk, Men",,64292
Abdel Wahab Ferguene,M,18 November 1958 in Akbou (ALG),170,65,Algeria,ALG,1984 Summer Olympics,1984,Summer,Los Angeles,Athletics,"50 kilometres Race Walk, Men",,64292
Abdel Wahab Ferguene,M,18 November 1958 in Akbou (ALG),170,65,Algeria,ALG,1988 Summer Olympics,1988,Summer,Seoul,Athletics,"20 kilometres Race Walk, Men",,64292
Benamar Kechkouche,M,18 April 1951,178,78,Algeria,ALG,1984 Summer Olympics,1984,Summer,Los Angeles,Athletics,"20 kilometres Race Walk, Men",,64297
Benamar Kechkouche,M,18 April 1951,178,78,Algeria,ALG,1984 Summer Olympics,1984,Summer,Los Angeles,Athletics,"50 kilometres Race Walk, Men",,64297
Hakim Toumi,M,30 January 1961 in Al-Jaza'ir (Algiers) (ALG),180,109,Algeria,ALG,1984 Summer Olympics,1984,Summer,Los Angeles,Athletics,"Hammer Throw, Men",,64312
Hakim Toumi,M,30 January 1961 in Al-Jaza'ir (Algiers) (ALG),180,109,Algeria,ALG,1988 Summer Olympics,1988,Summer,Seoul,Athletics,"Hammer Throw, Men",,64312
Mustapha Kouchene,M,14 February 1962,,,Algeria,ALG,1984 Summer Olympics,1984,Summer,Los Angeles,Boxing,"Bantamweight, Men",,7437
Azzedine Saïd,M,20 May 1961,170,60,Algeria,ALG,1984 Summer Olympics,1984,Summer,Los Angeles,Boxing,"Featherweight, Men",,3291
Azzedine Saïd,M,20 May 1961,170,60,Algeria,ALG,1988 Summer Olympics,1988,Summer,Seoul,Boxing,"Lightweight, Men",,3291
Ikhlef Ahmed Hadj Allah,M,5 April 1961,,,Algeria,ALG,1984 Summer Olympics,1984,Summer,Los Angeles,Boxing,"Light-Welterweight, Men",,7424
Kamel Aboud,M,30 September 1961,178,67,Algeria,ALG,1984 Summer Olympics,1984,Summer,Los Angeles,Boxing,"Welterweight, Men",,7423
Mohamed Zaoui,M,14 May 1960 in Zaouiet Yagoubi (ALG),,,Algeria,ALG,1984 Summer Olympics,1984,Summer,Los Angeles,Boxing,"Middleweight, Men",Bronze,3293
Mustapha Moussa,M,2 February 1962 in Oran (ALG),,,Algeria,ALG,1984 Summer Olympics,1984,Summer,Los Angeles,Boxing,"Light-Heavyweight, Men",Bronze,3289
Noureddine Bekkouche,M,1947,,67,Algeria,ALG,1984 Summer Olympics,1984,Summer,Los Angeles,Weightlifting,"Featherweight, Men",,55084
Moustafa Kamel Salmi,M,3 July 1965 in El-Oued (ALG),175,73,Algeria,ALG,1988 Summer Olympics,1988,Summer,Seoul,Athletics,"100 metres, Men",,64310
Moustafa Kamel Salmi,M,3 July 1965 in El-Oued (ALG),175,73,Algeria,ALG,1988 Summer Olympics,1988,Summer,Seoul,Athletics,"200 metres, Men",,64310
Réda Abdenouz,M,29 December 1968 in Hussein Dey (ALG),170,63,Algeria,ALG,1988 Summer Olympics,1988,Summer,Seoul,Athletics,"800 metres, Men",,64277
Réda Abdenouz,M,29 December 1968 in Hussein Dey (ALG),170,63,Algeria,ALG,1992 Summer Olympics,1992,Summer,Barcelona,Athletics,"800 metres, Men",,64277
Rachid Kram,M,5 April 1963 in Jijel (ALG),180,63,Algeria,ALG,1988 Summer Olympics,1988,Summer,Seoul,Athletics,"1,500 metres, Men",,64302
Allaoua Khellil,M,24 July 1954,174,59,Algeria,ALG,1988 Summer Olympics,1988,Summer,Seoul,Athletics,"Marathon, Men",,64299
Noureddine Tadjine,M,10 May 1963 in Constantine (ALG),182,62,Algeria,ALG,1988 Summer Olympics,1988,Summer,Seoul,Athletics,"110 metres Hurdles, Men",,64311
Azzedine Brahmi,M,13 September 1966 in Sétif (ALG),178,72,Algeria,ALG,1988 Summer Olympics,1988,Summer,Seoul,Athletics,"3,000 metres Steeplechase, Men",,64289
Azzedine Brahmi,M,13 September 1966 in Sétif (ALG),178,72,Algeria,ALG,1992 Summer Olympics,1992,Summer,Barcelona,Athletics,"3,000 metres Steeplechase, Men",,64289
Mohamed Bouhalla,M,25 July 1963,170,65,Algeria,ALG,1988 Summer Olympics,1988,Summer,Seoul,Athletics,"20 kilometres Race Walk, Men",,64287
Lotfi Khaïda,M,22 December 1968,180,75,Algeria,ALG,1988 Summer Olympics,1988,Summer,Seoul,Athletics,"Long Jump, Men",,64298
Lotfi Khaïda,M,22 December 1968,180,75,Algeria,ALG,1988 Summer Olympics,1988,Summer,Seoul,Athletics,"Triple Jump, Men",,64298
Lotfi Khaïda,M,22 December 1968,180,75,Algeria,ALG,1992 Summer Olympics,1992,Summer,Barcelona,Athletics,"Triple Jump, Men",,64298
Hassiba Boulmerka,F,10 July 1968 in Constantine (ALG),158,49,Algeria,ALG,1988 Summer Olympics,1988,Summer,Seoul,Athletics,"800 metres, Women",,64274
Hassiba Boulmerka,F,10 July 1968 in Constantine (ALG),158,49,Algeria,ALG,1988 Summer Olympics,1988,Summer,Seoul,Athletics,"1,500 metres, Women",,64274
Hassiba Boulmerka,F,10 July 1968 in Constantine (ALG),158,49,Algeria,ALG,1992 Summer Olympics,1992,Summer,Barcelona,Athletics,"1,500 metres, Women",Gold,64274
Hassiba Boulmerka,F,10 July 1968 in Constantine (ALG),158,49,Algeria,ALG,1996 Summer Olympics,1996,Summer,Atlanta,Athletics,"1,500 metres, Women",,64274
Yasmina Azzizi,F,25 February 1966,176,67,Algeria,ALG,1988 Summer Olympics,1988,Summer,Seoul,Athletics,"Heptathlon, Women",,83213
Yasmina Azzizi,F,25 February 1966,176,67,Algeria,ALG,1992 Summer Olympics,1992,Summer,Barcelona,Athletics,"100 metres Hurdles, Women",,83213
Yasmina Azzizi,F,25 February 1966,176,67,Algeria,ALG,1992 Summer Olympics,1992,Summer,Barcelona,Athletics,"Heptathlon, Women",,83213
